Student_ID,Region,Gender,Enrollment_Type,Subject_Group,SSC_I_Marks,SSC_II_Marks,HSSC_I_Marks,Attendance_Rate,Parent_Education_Level,Parent_Income,Study_Hours,Extra_Tuition,School_Type,Previous_Failures,Co_Curricular_Activities,Exam_Attempts,HSSC_II_Marks,HSSC_II_Grade
47046,Peshawar,Male,Private,Science,537,486,398,82.47,Graduate,High,1.18,No,Public,2,No,2,494,D
47047,Chitral,Female,Private,Arts,637,692,827,75.88,Graduate,Medium,1.86,Yes,Private,2,Yes,1,702,A
47048,Peshawar,Male,Regular,Science,490,544,721,72.46,High School,Low,1.16,No,Public,1,No,1,404,D
47049,Chitral,Male,Private,Science,507,413,614,67.79,College,Low,4.19,No,Private,2,Yes,2,379,Fail
47050,Mohmand,Male,Private,Arts,844,497,604,73.24,High School,High,4.33,No,Public,0,No,1,443,D
47051,Khyber,Female,Private,Arts,718,531,380,88.42,High School,Medium,3.75,No,Public,0,No,1,816,A-ONE
47052,Chitral,Female,Private,Science,318,589,574,80.82,High School,Low,2.66,No,Public,2,No,1,569,C
47053,Charsadda,Male,Regular,Arts,333,361,604,77.73,Graduate,High,1.07,Yes,Public,1,Yes,2,563,C
47054,Peshawar,Female,Regular,Science,376,458,425,93.42,College,High,2.29,Yes,Private,2,Yes,2,496,D
47055,Mohmand,Male,Regular,Arts,614,412,352,76.81,College,High,1.45,Yes,Private,0,Yes,1,416,D
47056,Khyber,Male,Regular,Arts,500,674,321,90.16,High School,High,1.49,No,Private,1,Yes,1,424,D
47057,Peshawar,Male,Regular,Science,459,367,533,97.96,Graduate,High,1.32,Yes,Public,1,Yes,2,398,Fail
47058,Peshawar,Male,Regular,Science,793,429,753,51.57,College,High,4.14,No,Public,2,No,1,352,Fail
47059,Peshawar,Male,Private,Arts,757,798,735,67.24,College,High,2.58,No,Private,2,Yes,1,707,A
47060,Peshawar,Male,Private,Science,371,448,371,90.79,High School,High,1.46,No,Public,2,Yes,1,479,D
47061,Chitral,Male,Regular,Science,685,566,550,72.06,College,High,2.42,Yes,Public,1,No,2,452,D
47062,Khyber,Male,Regular,Arts,608,530,659,67.96,High School,Medium,1.97,Yes,Private,1,Yes,2,404,D
47063,Khyber,Male,Regular,Science,633,493,332,62.78,College,Low,3.54,Yes,Public,1,No,1,755,A
47064,Charsadda,Female,Regular,Science,542,306,462,98.89,College,High,3.79,Yes,Public,0,No,2,750,A
47065,Peshawar,Male,Private,Science,781,681,542,63.28,High School,Medium,1.16,No,Public,2,No,1,507,C
47066,Chitral,Male,Regular,Science,642,466,778,90.28,College,High,1.43,Yes,Public,1,Yes,2,395,Fail
47067,Mohmand,Male,Regular,Science,842,544,643,62.98,Graduate,Medium,4.0,No,Public,1,Yes,1,434,D
47068,Charsadda,Male,Regular,Science,459,735,697,67.16,High School,High,3.12,No,Private,1,Yes,2,696,B
47069,Mohmand,Male,Regular,Science,431,584,617,88.03,Graduate,Low,4.04,Yes,Public,2,Yes,2,487,D
47070,Peshawar,Female,Regular,Science,505,682,385,50.16,Graduate,High,3.98,Yes,Public,1,No,2,691,B
47071,Khyber,Male,Private,Arts,439,387,318,94.74,High School,Medium,1.56,Yes,Public,1,No,1,812,A-ONE
47072,Mohmand,Male,Private,Arts,341,450,790,55.79,Graduate,High,1.59,No,Public,2,No,1,354,Fail
47073,Charsadda,Female,Regular,Arts,397,676,524,59.46,High School,High,3.71,Yes,Private,2,No,2,332,Fail
47074,Mohmand,Female,Private,Science,409,431,749,90.95,College,Low,2.82,Yes,Public,0,Yes,1,391,Fail
47075,Peshawar,Female,Regular,Science,559,534,404,69.26,Graduate,Medium,4.34,No,Private,1,Yes,2,304,Fail
47076,Peshawar,Male,Regular,Arts,619,765,788,60.58,College,Medium,1.1,Yes,Private,1,Yes,1,620,B
47077,Charsadda,Male,Regular,Arts,307,408,323,88.27,College,Low,1.58,No,Private,0,Yes,1,759,A
47078,Peshawar,Female,Regular,Arts,396,758,763,91.13,Graduate,Medium,2.31,No,Public,1,Yes,1,672,B
47079,Chitral,Female,Private,Science,468,476,488,89.19,Graduate,Low,3.5,No,Private,0,No,1,550,C
47080,Mohmand,Female,Regular,Science,773,400,619,62.76,High School,High,2.99,No,Private,1,No,1,428,D
47081,Mohmand,Male,Private,Arts,503,335,538,78.18,Graduate,Low,2.25,No,Private,2,No,2,396,Fail
47082,Chitral,Male,Regular,Science,582,733,365,50.92,Graduate,High,1.44,Yes,Public,1,Yes,1,399,Fail
47083,Chitral,Female,Private,Science,558,825,658,57.9,Graduate,Medium,1.0,No,Private,1,No,1,668,B
47084,Khyber,Male,Regular,Science,592,712,471,70.19,Graduate,High,4.66,Yes,Public,0,No,1,463,D
47085,Mohmand,Female,Private,Arts,443,356,388,92.58,College,Low,1.72,No,Public,1,Yes,2,713,A
47086,Peshawar,Male,Regular,Science,485,559,622,83.65,High School,Low,1.34,Yes,Public,0,No,2,561,C
47087,Peshawar,Male,Regular,Science,649,316,441,52.66,High School,Medium,3.83,Yes,Public,2,No,1,765,A
47088,Charsadda,Male,Regular,Science,355,302,353,92.52,Graduate,Low,4.43,Yes,Public,1,Yes,1,500,C
47089,Khyber,Female,Regular,Science,805,556,362,55.73,College,High,3.46,Yes,Private,0,No,2,548,C
47090,Chitral,Female,Private,Arts,725,823,310,89.28,College,High,2.36,No,Public,1,Yes,1,656,B
47091,Charsadda,Male,Private,Science,692,458,666,99.8,High School,Medium,2.16,Yes,Private,0,Yes,2,654,B
47092,Peshawar,Male,Regular,Arts,483,568,821,96.09,High School,Low,3.75,No,Public,2,Yes,2,639,B
47093,Chitral,Female,Private,Arts,480,611,518,81.54,High School,Low,3.27,Yes,Private,0,Yes,2,474,D
47094,Mohmand,Male,Private,Arts,639,794,616,52.35,Graduate,High,3.61,Yes,Private,0,Yes,2,378,Fail
47095,Peshawar,Female,Private,Arts,529,594,535,59.25,High School,Low,2.71,No,Private,2,No,2,457,D
47096,Chitral,Male,Regular,Science,552,347,331,57.03,Graduate,High,2.5,No,Public,1,Yes,2,469,D
47097,Mohmand,Male,Private,Science,507,763,305,60.03,High School,High,1.33,No,Private,2,No,2,404,D
47098,Chitral,Female,Regular,Arts,463,311,350,58.23,High School,Medium,3.93,No,Public,2,No,1,334,Fail
47099,Peshawar,Male,Private,Science,769,389,556,60.16,College,Medium,1.75,Yes,Private,1,Yes,1,618,B
47100,Charsadda,Female,Regular,Arts,339,313,473,81.98,High School,Low,2.2,Yes,Public,0,Yes,2,325,Fail
47101,Peshawar,Male,Private,Arts,587,611,654,65.4,College,High,3.88,No,Public,2,Yes,2,671,B
47102,Khyber,Female,Regular,Science,395,757,526,85.22,High School,Medium,2.29,Yes,Private,0,No,1,360,Fail
47103,Charsadda,Female,Regular,Arts,658,742,334,86.96,Graduate,Low,1.7,No,Private,0,Yes,1,442,D
47104,Chitral,Female,Private,Arts,512,643,841,86.82,College,Medium,1.15,No,Private,0,Yes,1,379,Fail
47105,Peshawar,Female,Regular,Science,793,309,365,67.63,College,High,4.81,Yes,Public,1,No,1,301,Fail
47106,Khyber,Male,Regular,Arts,648,302,793,95.16,Graduate,Low,3.34,Yes,Private,1,Yes,1,480,D
47107,Charsadda,Female,Regular,Science,315,777,838,67.21,Graduate,Low,2.79,No,Private,2,Yes,2,802,A-ONE
47108,Chitral,Female,Regular,Arts,691,335,667,50.92,College,High,2.86,Yes,Private,1,Yes,2,474,D
47109,Peshawar,Male,Regular,Science,827,535,569,53.2,College,High,2.07,Yes,Private,2,No,2,383,Fail
47110,Charsadda,Male,Regular,Science,677,529,450,86.49,College,Low,2.61,Yes,Private,2,Yes,2,577,C
47111,Khyber,Female,Private,Arts,505,564,427,69.84,Graduate,High,2.44,No,Public,1,Yes,1,313,Fail
47112,Peshawar,Male,Regular,Science,667,550,506,52.07,High School,Low,1.07,No,Private,0,Yes,1,558,C
47113,Mohmand,Female,Regular,Science,787,756,584,70.05,Graduate,High,4.27,No,Private,1,No,1,303,Fail
47114,Chitral,Male,Regular,Science,787,799,785,68.09,College,Low,4.49,Yes,Public,1,No,1,718,A
47115,Chitral,Female,Regular,Science,362,471,520,54.06,High School,High,2.93,Yes,Public,2,No,1,375,Fail
47116,Charsadda,Male,Private,Science,726,345,492,74.65,Graduate,High,3.27,No,Private,0,Yes,2,725,A
47117,Mohmand,Male,Regular,Science,658,356,342,61.51,High School,High,1.49,Yes,Private,1,No,1,355,Fail
47118,Peshawar,Female,Regular,Science,721,376,313,85.71,College,Medium,1.66,No,Public,0,Yes,1,840,A-ONE
47119,Khyber,Female,Regular,Science,507,721,737,77.71,High School,Medium,4.78,No,Public,1,Yes,2,561,C
47120,Peshawar,Male,Regular,Science,654,772,755,70.26,Graduate,High,3.52,Yes,Private,1,Yes,2,753,A
47121,Chitral,Female,Private,Arts,430,461,425,72.39,Graduate,High,2.28,No,Private,0,No,2,720,A
47122,Charsadda,Male,Regular,Science,762,329,532,90.31,High School,Medium,3.6,No,Private,2,Yes,1,527,C
47123,Mohmand,Male,Regular,Arts,757,732,608,96.38,Graduate,Medium,4.96,No,Public,1,Yes,1,821,A-ONE
47124,Mohmand,Male,Regular,Arts,573,302,464,88.86,High School,High,2.32,No,Private,2,Yes,2,728,A
47125,Peshawar,Female,Regular,Science,523,839,324,74.65,Graduate,Medium,1.22,No,Public,1,Yes,1,537,C
47126,Charsadda,Female,Regular,Science,820,482,639,79.4,College,Medium,2.35,Yes,Public,2,No,1,665,B
47127,Peshawar,Female,Regular,Science,684,573,557,90.06,College,Medium,3.77,No,Private,1,No,2,744,A
47128,Chitral,Male,Regular,Arts,538,524,832,71.32,College,Medium,4.46,No,Public,0,Yes,2,625,B
47129,Peshawar,Female,Private,Science,446,323,724,80.96,College,Medium,2.98,No,Private,0,Yes,1,482,D
47130,Chitral,Male,Regular,Science,613,346,426,95.24,College,Medium,3.21,Yes,Public,1,No,1,827,A-ONE
47131,Chitral,Male,Regular,Arts,493,666,546,79.59,High School,High,4.04,No,Public,2,Yes,1,665,B
47132,Mohmand,Male,Regular,Science,713,568,465,90.64,College,Low,3.11,Yes,Public,0,No,2,808,A-ONE
47133,Mohmand,Female,Regular,Arts,554,506,711,95.18,High School,Medium,4.12,No,Public,1,No,1,655,B
47134,Peshawar,Female,Regular,Arts,630,329,768,65.98,High School,Low,4.03,No,Private,1,No,1,411,D
47135,Peshawar,Female,Private,Arts,342,679,677,87.94,College,Low,3.02,Yes,Private,1,Yes,2,502,C
47136,Charsadda,Female,Private,Arts,566,333,848,90.21,College,Medium,1.8,No,Private,0,Yes,2,580,C
47137,Chitral,Male,Regular,Science,532,639,692,68.75,High School,Medium,1.48,No,Public,2,Yes,2,498,D
47138,Charsadda,Female,Regular,Science,695,440,346,86.63,College,Low,2.79,Yes,Private,0,No,1,351,Fail
47139,Khyber,Male,Regular,Arts,512,705,629,81.5,Graduate,Low,2.47,No,Private,0,Yes,1,579,C
47140,Khyber,Female,Private,Arts,751,697,613,83.8,High School,Medium,3.81,No,Public,1,No,2,798,A
47141,Chitral,Female,Regular,Arts,622,681,653,73.08,Graduate,Low,3.06,No,Public,1,Yes,1,384,Fail
47142,Chitral,Female,Regular,Science,838,395,768,99.55,High School,Low,3.01,No,Private,2,No,2,327,Fail
47143,Mohmand,Male,Private,Arts,837,814,832,88.51,High School,High,3.81,Yes,Public,1,No,2,512,C
47144,Khyber,Male,Regular,Science,728,675,839,92.07,High School,High,4.67,No,Private,1,No,2,363,Fail
47145,Khyber,Female,Regular,Arts,619,805,672,60.0,High School,Low,3.12,No,Private,1,Yes,2,812,A-ONE
47146,Mohmand,Male,Regular,Arts,745,503,432,55.49,College,Low,3.95,Yes,Public,1,Yes,1,396,Fail
47147,Khyber,Female,Regular,Science,828,465,676,69.96,College,Low,3.98,Yes,Public,1,No,1,311,Fail
47148,Charsadda,Female,Private,Science,714,642,307,74.87,High School,High,2.33,Yes,Private,1,Yes,1,325,Fail
47149,Charsadda,Male,Private,Arts,748,666,370,58.04,College,High,1.67,Yes,Public,2,No,1,793,A
47150,Peshawar,Female,Private,Arts,766,319,509,87.04,High School,Medium,4.49,No,Private,2,No,2,514,C
47151,Peshawar,Male,Private,Arts,803,781,829,71.03,College,Medium,2.32,Yes,Private,1,No,1,331,Fail
47152,Khyber,Male,Regular,Science,403,352,765,80.65,High School,Medium,2.18,No,Private,0,Yes,2,452,D
47153,Chitral,Male,Regular,Science,621,686,772,84.29,High School,Low,4.74,Yes,Private,0,Yes,2,754,A
47154,Charsadda,Female,Private,Arts,789,503,355,96.52,Graduate,High,4.05,No,Public,2,No,2,515,C
47155,Peshawar,Female,Private,Science,457,371,803,77.51,Graduate,Medium,3.67,Yes,Private,2,No,1,458,D
47156,Peshawar,Male,Private,Science,579,528,543,74.41,College,Low,2.9,Yes,Private,0,Yes,1,640,B
47157,Charsadda,Male,Regular,Science,728,592,413,75.31,College,High,1.27,No,Private,1,No,2,390,Fail
47158,Peshawar,Male,Regular,Arts,410,308,354,74.3,High School,Low,3.64,Yes,Private,2,Yes,2,779,A
47159,Khyber,Female,Private,Science,659,575,416,52.21,Graduate,Low,3.21,Yes,Public,1,No,1,338,Fail
47160,Peshawar,Female,Regular,Arts,745,776,781,74.45,Graduate,Low,4.39,Yes,Public,0,Yes,1,510,C
47161,Mohmand,Female,Private,Science,480,783,608,81.22,Graduate,Medium,3.65,No,Public,1,No,1,615,B
47162,Chitral,Male,Regular,Science,531,528,525,56.72,Graduate,Low,3.66,Yes,Private,2,No,2,622,B
47163,Peshawar,Female,Private,Science,374,632,420,65.06,College,Low,4.22,Yes,Private,2,Yes,2,316,Fail
47164,Chitral,Male,Regular,Arts,361,369,514,73.65,College,Medium,4.97,Yes,Public,0,Yes,1,417,D
47165,Peshawar,Male,Private,Science,439,815,356,58.58,College,High,3.13,Yes,Public,0,No,1,621,B
47166,Peshawar,Female,Private,Science,630,493,640,62.26,Graduate,Low,2.64,Yes,Public,1,No,1,605,B
47167,Peshawar,Male,Private,Science,651,842,453,51.95,Graduate,Low,3.64,No,Private,1,No,2,437,D
47168,Khyber,Male,Regular,Arts,493,840,723,98.93,Graduate,High,3.5,Yes,Public,2,No,2,706,A
47169,Khyber,Male,Regular,Arts,543,580,554,85.47,High School,Medium,2.43,No,Public,2,Yes,1,565,C
47170,Charsadda,Male,Private,Arts,453,484,342,69.7,High School,High,3.95,No,Public,1,Yes,2,401,D
47171,Khyber,Male,Regular,Science,530,598,507,97.84,College,Medium,3.69,No,Public,0,Yes,2,570,C
47172,Peshawar,Male,Regular,Arts,649,459,740,50.39,High School,Medium,4.1,Yes,Private,1,No,2,597,C
47173,Mohmand,Male,Regular,Science,828,599,754,52.77,College,Medium,3.75,Yes,Public,2,Yes,2,540,C
47174,Mohmand,Female,Regular,Arts,799,517,600,94.16,High School,Low,4.51,Yes,Private,2,Yes,2,365,Fail
47175,Khyber,Male,Private,Science,516,658,521,57.91,College,Low,3.58,No,Private,0,Yes,1,343,Fail
47176,Khyber,Male,Regular,Science,588,464,456,74.16,High School,Low,3.95,No,Private,0,Yes,1,826,A-ONE
47177,Chitral,Male,Regular,Science,537,604,363,65.41,High School,Low,2.82,No,Public,1,No,1,361,Fail
47178,Mohmand,Female,Regular,Arts,416,499,393,88.01,College,Medium,1.29,No,Private,2,No,1,471,D
47179,Chitral,Female,Private,Science,796,654,458,64.67,High School,Low,4.5,Yes,Public,1,Yes,1,420,D
47180,Peshawar,Female,Regular,Arts,831,596,609,97.83,Graduate,High,4.48,Yes,Private,2,No,1,775,A
47181,Charsadda,Male,Regular,Science,841,823,392,70.25,Graduate,High,1.67,Yes,Private,1,No,1,736,A
47182,Khyber,Female,Regular,Arts,716,811,835,96.18,Graduate,Low,3.53,No,Private,0,Yes,1,759,A
47183,Chitral,Female,Private,Arts,824,551,712,80.89,High School,High,2.21,No,Public,0,Yes,2,304,Fail
47184,Chitral,Male,Regular,Arts,841,359,522,82.09,Graduate,Medium,4.13,No,Public,0,Yes,1,367,Fail
47185,Chitral,Female,Private,Science,793,326,311,99.8,College,Low,4.0,Yes,Public,0,No,2,428,D
47186,Mohmand,Male,Private,Science,714,423,534,86.67,High School,Medium,2.58,Yes,Private,0,No,2,387,Fail
47187,Charsadda,Female,Regular,Arts,372,388,749,75.51,High School,High,2.52,Yes,Public,1,Yes,2,469,D
47188,Charsadda,Male,Regular,Science,339,655,847,53.46,Graduate,Medium,4.9,Yes,Public,1,No,2,507,C
47189,Charsadda,Male,Regular,Arts,848,760,331,56.36,Graduate,Low,3.59,No,Private,2,Yes,1,487,D
47190,Mohmand,Male,Private,Science,370,818,447,99.33,College,High,1.98,No,Private,2,Yes,1,674,B
47191,Chitral,Male,Regular,Arts,786,845,560,88.35,College,High,3.54,No,Public,2,No,2,763,A
47192,Chitral,Female,Private,Science,367,602,345,79.21,High School,Medium,3.11,Yes,Public,0,Yes,2,420,D
47193,Charsadda,Female,Regular,Arts,444,659,659,56.38,College,High,2.21,Yes,Private,1,No,1,663,B
47194,Khyber,Male,Regular,Science,429,361,450,50.08,Graduate,High,2.78,No,Public,2,No,2,449,D
47195,Charsadda,Female,Private,Arts,419,705,420,54.12,Graduate,Low,3.15,Yes,Private,2,Yes,2,797,A
47196,Khyber,Female,Regular,Arts,655,583,384,89.27,Graduate,Medium,3.58,No,Public,1,No,2,849,A-ONE
47197,Khyber,Female,Regular,Arts,334,577,389,61.94,Graduate,Low,4.68,Yes,Public,1,No,1,444,D
47198,Mohmand,Male,Regular,Science,774,534,517,89.73,College,Low,2.42,Yes,Private,1,Yes,1,802,A-ONE
47199,Chitral,Female,Regular,Science,543,554,559,58.67,High School,Low,4.66,Yes,Public,1,Yes,2,703,A
47200,Peshawar,Female,Private,Science,460,621,795,85.09,Graduate,Medium,4.63,No,Public,1,No,2,353,Fail
47201,Charsadda,Female,Regular,Science,753,774,570,73.47,Graduate,Low,3.58,Yes,Public,1,Yes,1,408,D
47202,Peshawar,Male,Private,Science,455,618,745,77.0,Graduate,Low,3.75,Yes,Public,0,No,2,662,B
47203,Peshawar,Female,Private,Arts,360,619,762,56.97,High School,High,2.57,Yes,Private,1,No,1,506,C
47204,Peshawar,Female,Regular,Science,628,451,772,68.19,High School,Medium,4.08,Yes,Private,1,Yes,1,793,A
47205,Khyber,Male,Regular,Science,697,765,378,74.36,College,Low,4.86,No,Public,0,No,2,391,Fail
47206,Chitral,Female,Private,Arts,765,345,540,84.83,College,Low,4.63,No,Public,0,No,2,677,B
47207,Khyber,Female,Private,Arts,572,499,712,78.79,College,Medium,1.62,Yes,Public,2,No,1,331,Fail
47208,Charsadda,Female,Private,Science,381,301,330,85.65,Graduate,Medium,2.92,No,Private,1,No,1,707,A
47209,Khyber,Female,Regular,Arts,335,619,755,74.73,College,Medium,4.99,Yes,Public,1,No,2,649,B
47210,Charsadda,Male,Private,Science,478,393,788,82.49,College,Medium,3.38,No,Private,2,No,2,836,A-ONE
47211,Mohmand,Male,Private,Science,330,349,400,92.28,Graduate,Medium,1.6,Yes,Public,2,No,1,375,Fail
47212,Charsadda,Female,Private,Arts,612,324,520,85.68,Graduate,Low,2.07,No,Public,2,No,1,610,B
47213,Peshawar,Male,Private,Science,652,843,643,67.46,Graduate,Medium,2.13,No,Public,1,Yes,1,659,B
47214,Peshawar,Male,Regular,Science,534,547,743,81.34,College,Medium,1.32,No,Public,0,Yes,1,389,Fail
47215,Khyber,Male,Private,Arts,825,329,347,79.28,College,Low,3.31,No,Private,0,Yes,2,354,Fail
47216,Khyber,Female,Private,Arts,405,347,381,81.09,High School,High,2.57,Yes,Public,0,No,2,719,A
47217,Khyber,Male,Regular,Arts,718,735,604,88.69,College,Medium,2.11,Yes,Private,2,No,1,812,A-ONE
47218,Peshawar,Male,Private,Arts,565,826,441,84.25,Graduate,High,3.03,No,Private,2,Yes,2,629,B
47219,Charsadda,Female,Private,Science,709,610,765,78.26,College,Low,3.43,Yes,Private,1,No,1,639,B
47220,Chitral,Female,Regular,Arts,450,744,519,75.34,Graduate,Medium,1.26,No,Public,0,Yes,2,343,Fail
47221,Khyber,Female,Regular,Science,496,562,798,65.4,Graduate,Medium,4.89,No,Public,1,No,1,483,D
47222,Mohmand,Male,Regular,Arts,410,371,642,73.0,Graduate,Medium,4.04,Yes,Private,2,Yes,2,784,A
47223,Mohmand,Male,Private,Arts,388,523,826,84.94,High School,High,3.02,No,Public,1,No,2,743,A
47224,Charsadda,Female,Regular,Science,412,783,701,98.4,College,Medium,2.94,Yes,Public,2,No,1,319,Fail
47225,Peshawar,Male,Private,Arts,359,646,421,67.61,College,Medium,3.14,Yes,Private,0,No,1,446,D
47226,Peshawar,Female,Private,Science,625,760,668,82.32,High School,Low,1.06,Yes,Private,0,No,2,413,D
47227,Mohmand,Female,Private,Arts,420,366,570,63.07,High School,High,1.85,No,Private,2,Yes,1,557,C
47228,Chitral,Female,Private,Arts,534,387,487,74.33,High School,High,4.13,Yes,Private,0,No,1,364,Fail
47229,Chitral,Male,Regular,Science,757,778,352,97.57,Graduate,Medium,2.39,No,Public,1,No,2,301,Fail
47230,Charsadda,Female,Regular,Science,844,336,565,67.66,Graduate,Low,2.75,Yes,Private,1,Yes,1,361,Fail
47231,Khyber,Female,Regular,Science,611,650,314,68.86,Graduate,Medium,2.16,No,Public,2,Yes,1,411,D
47232,Mohmand,Female,Regular,Science,473,503,328,78.54,College,High,1.86,Yes,Private,1,Yes,2,452,D
47233,Mohmand,Female,Private,Arts,589,326,651,57.74,College,High,3.26,Yes,Public,0,No,2,684,B
47234,Khyber,Male,Private,Arts,809,737,309,85.16,High School,Medium,2.5,Yes,Public,1,Yes,2,326,Fail
47235,Khyber,Male,Regular,Arts,434,790,786,76.01,Graduate,Medium,2.66,Yes,Public,1,No,1,735,A
47236,Charsadda,Female,Regular,Arts,562,703,620,98.93,High School,High,2.94,No,Public,1,No,1,591,C
47237,Khyber,Female,Private,Science,458,441,695,90.08,College,Medium,4.58,No,Public,0,No,1,629,B
47238,Chitral,Female,Private,Arts,593,384,749,70.86,Graduate,High,4.67,Yes,Public,1,Yes,1,723,A
47239,Mohmand,Female,Private,Arts,672,781,522,90.22,Graduate,Medium,4.59,No,Private,0,Yes,1,720,A
47240,Chitral,Female,Regular,Arts,565,656,339,62.3,High School,Low,3.13,No,Private,1,No,2,680,B
47241,Charsadda,Male,Private,Arts,316,565,477,65.96,College,High,3.53,Yes,Private,1,No,1,392,Fail
47242,Mohmand,Female,Regular,Science,496,319,402,85.27,Graduate,High,3.7,No,Public,0,Yes,2,505,C
47243,Khyber,Female,Regular,Science,782,574,576,97.41,College,Medium,2.38,Yes,Public,2,No,1,785,A
47244,Khyber,Male,Regular,Science,342,480,525,58.68,College,Low,2.83,Yes,Public,2,Yes,2,379,Fail
47245,Mohmand,Male,Private,Science,788,584,588,90.83,Graduate,Low,2.21,Yes,Private,1,No,2,570,C
47246,Chitral,Male,Regular,Science,710,431,304,81.05,Graduate,Medium,2.05,Yes,Public,2,No,1,390,Fail
47247,Mohmand,Male,Private,Science,688,377,637,61.61,High School,Low,1.6,Yes,Private,1,Yes,1,636,B
47248,Peshawar,Male,Private,Arts,761,826,559,76.37,High School,High,2.69,No,Public,2,No,2,418,D
47249,Chitral,Male,Regular,Science,335,816,819,51.5,Graduate,Medium,1.57,No,Public,1,No,1,543,C
47250,Charsadda,Female,Private,Arts,409,509,766,74.66,Graduate,Low,1.51,Yes,Public,0,No,1,777,A
47251,Charsadda,Female,Regular,Science,456,668,754,50.59,Graduate,Medium,1.2,No,Private,2,Yes,1,310,Fail
47252,Chitral,Male,Regular,Science,833,391,461,91.25,College,High,4.64,Yes,Private,2,No,1,445,D
47253,Mohmand,Male,Regular,Arts,331,325,330,88.72,Graduate,Medium,2.7,Yes,Private,1,No,1,738,A
47254,Charsadda,Female,Regular,Arts,820,699,601,63.05,College,Medium,2.96,Yes,Private,2,Yes,2,519,C
47255,Chitral,Female,Regular,Science,763,535,562,96.73,College,Medium,1.28,No,Private,1,No,2,782,A
47256,Peshawar,Male,Private,Arts,760,301,847,57.33,High School,Medium,3.83,No,Private,0,Yes,1,306,Fail
47257,Peshawar,Male,Private,Arts,836,388,496,79.38,High School,Medium,2.01,No,Private,2,Yes,1,542,C
47258,Peshawar,Male,Regular,Science,412,808,507,92.08,High School,Low,2.96,No,Private,0,No,2,560,C
47259,Mohmand,Male,Private,Science,521,740,605,76.75,Graduate,Medium,3.07,Yes,Public,1,Yes,2,614,B
47260,Charsadda,Female,Private,Science,308,401,314,82.06,High School,Medium,4.71,No,Private,0,Yes,1,485,D
47261,Khyber,Male,Regular,Science,532,568,572,68.12,College,Medium,1.74,No,Public,1,No,2,592,C
47262,Peshawar,Female,Regular,Science,311,729,472,51.11,College,High,3.89,Yes,Private,2,Yes,2,362,Fail
47263,Charsadda,Male,Regular,Arts,338,432,343,74.53,Graduate,Low,3.06,Yes,Public,0,No,2,808,A-ONE
47264,Chitral,Male,Regular,Science,378,511,470,86.9,College,Medium,2.85,Yes,Private,0,No,1,828,A-ONE
47265,Peshawar,Male,Private,Science,415,784,660,99.39,College,Low,4.38,Yes,Private,2,No,1,365,Fail
47266,Khyber,Female,Private,Arts,462,574,509,57.72,Graduate,High,4.11,Yes,Public,2,No,1,412,D
47267,Chitral,Male,Regular,Arts,496,370,707,57.15,High School,High,2.22,No,Public,0,No,1,340,Fail
47268,Mohmand,Female,Private,Science,652,462,385,81.99,High School,Medium,1.8,No,Private,0,Yes,2,731,A
47269,Mohmand,Female,Regular,Science,754,705,700,55.55,Graduate,Medium,2.61,Yes,Public,0,No,1,427,D
47270,Chitral,Female,Regular,Science,449,389,356,98.56,High School,Low,2.33,No,Public,0,Yes,2,468,D
47271,Charsadda,Female,Private,Arts,766,664,389,56.81,College,Low,2.65,Yes,Public,0,Yes,1,348,Fail
47272,Peshawar,Female,Regular,Arts,732,605,523,59.18,College,High,3.02,Yes,Public,2,No,1,506,C
47273,Peshawar,Male,Private,Arts,514,335,431,94.24,College,Medium,4.03,No,Public,2,No,2,603,B
47274,Khyber,Male,Private,Arts,310,632,574,85.65,Graduate,Low,3.52,No,Private,1,Yes,2,812,A-ONE
47275,Khyber,Female,Private,Science,468,727,745,77.92,College,High,2.82,No,Public,0,No,1,555,C
47276,Chitral,Female,Regular,Arts,749,569,603,92.27,College,Low,2.72,Yes,Public,0,Yes,1,718,A
47277,Charsadda,Male,Private,Arts,464,554,403,63.24,College,Low,1.35,No,Public,2,No,2,611,B
47278,Mohmand,Female,Regular,Arts,692,327,826,72.87,Graduate,Low,1.1,Yes,Private,1,Yes,1,362,Fail
47279,Mohmand,Female,Private,Science,312,655,661,77.2,Graduate,High,1.88,Yes,Private,2,No,1,510,C
47280,Khyber,Male,Regular,Science,680,826,507,80.86,College,Medium,2.28,No,Public,1,Yes,2,680,B
47281,Charsadda,Female,Private,Arts,728,714,332,69.78,High School,Medium,2.3,Yes,Public,2,Yes,2,822,A-ONE
47282,Charsadda,Male,Regular,Arts,805,656,768,90.64,High School,High,4.96,No,Private,2,Yes,2,742,A
47283,Peshawar,Female,Private,Arts,323,368,709,74.01,College,High,4.56,Yes,Private,0,Yes,1,632,B
47284,Mohmand,Female,Private,Science,651,447,441,95.9,College,Medium,1.72,No,Public,2,No,2,356,Fail
47285,Charsadda,Male,Regular,Arts,569,712,378,67.68,College,Medium,2.62,No,Private,2,Yes,1,456,D
47286,Chitral,Male,Regular,Arts,622,444,573,63.89,High School,Medium,4.3,Yes,Private,2,No,1,420,D
47287,Mohmand,Female,Regular,Arts,731,329,759,78.85,High School,Medium,2.64,Yes,Public,0,No,1,729,A
47288,Khyber,Male,Private,Science,684,431,381,71.13,Graduate,Medium,4.7,No,Private,2,No,2,429,D
